('that(2)', -27248, 310198, 310225)
('way', -23167, 310226, 310247)
('<sil>', -4782, 310248, 310299)
('so', -23038, 310300, 310314)
('on', -19165, 310315, 310333)
('<sil>', -11385, 310334, 310341)
('our', -59498, 310342, 310355)
('skin', -49721, 310356, 310395)
('is', -20700, 310396, 310407)
('you', -29067, 310408, 310415)
('got', -13702, 310416, 310441)
('what(2)', -30566, 310442, 310471)
('i', -19622, 310472, 310482)
('was(2)', -6303, 310483, 310509)
('in', -8483, 310510, 310521)
('my', -9675, 310522, 310563)
('village(2)', -48080, 310564, 310607)
('want(2)', -15398, 310608, 310650)
('<sil>', -4697, 310651, 310693)
('to(3)', -20305, 310694, 310725)
('host', -33309, 310726, 310765)
('olds', -70995, 310766, 310794)
('right', -21251, 310795, 310827)
('under', -70412, 310828, 310849)
('our(3)', -64433, 310850, 310862)
('law', -5772, 310863, 310919)
('others', -33109, 310920, 310952)
('<sil>', -4774, 310953, 310991)
('still', -4597, 310992, 311021)
('searching', -6451, 311022, 311069)
('for(3)', -15249, 311070, 311088)
('a', -31970, 311089, 311092)
('while(2)', -40379, 311093, 311119)
('this', -21857, 311120, 311149)
("i'm(2)", -33942, 311150, 311165)
('alive', -54008, 311166, 311204)
('<sil>', -4727, 311205, 311257)
('and', -12073, 311258, 311270)
('all', -41811, 311271, 311285)
('of', -40437, 311286, 311298)
('the', -31651, 311299, 311306)
('men', -41977, 311307, 311334)
('were', -21166, 311335, 311348)
('only', -46159, 311349, 311381)
('<sil>', -4779, 311382, 311427)
('about', -15887, 311428, 311455)
('one(2)', -42115, 311456, 311484)
('<sil>', -8856, 311485, 311487)
('from', -30928, 311488, 311501)
('the', -18601, 311502, 311518)
('owner', -45277, 311519, 311546)
("i've", -49855, 311547, 311567)
('been', -8132, 311568, 311590)
('working', -5498, 311591, 311639)
('with', -12235, 311640, 311650)
('drugs', -15158, 311651, 311684)
('groups', -35917, 311685, 311737)
('<sil>', -4618, 311738, 311756)
('in', -21953, 311757, 311767)
('the', -15930, 311768, 311775)
('shadows', -15355, 311776, 311842)
('of', -16038, 311843, 311858)
('<sil>', -5554, 311859, 311877)
('<sil>', -4595, 311878, 311907)
('cold', -25952, 311908, 311938)
('steel', -5530, 311939, 311977)
('mills', -6866, 311978, 312018)
('<sil>', -4548, 312019, 312058)
('and', -16710, 312059, 312086)
('<sil>', -4557, 312087, 312133)
('the', -8466, 312134, 312154)
('<sil>', -10104, 312155, 312159)
('on(2)', -29888, 312160, 312188)
('the(2)', -11463, 312189, 312201)
('streets', -10608, 312202, 312263)
('were', -9665, 312264, 312292)
('witnesses', -15762, 312293, 312363)
('<sil>', -4551, 312364, 312392)
('about', -25261, 312393, 312457)
('that(2)', -26582, 312458, 312493)
('<sil>', -4844, 312494, 312533)
('and', -25954, 312534, 312557)
('why(2)', -23898, 312558, 312582)
('do', -5096, 312583, 312620)
('do', -12887, 312621, 312643)
('what(2)', -35336, 312644, 312675)
('the(2)', -39099, 312676, 312693)
('people', -36078, 312694, 312742)
('and', -39337, 312743, 312757)
('<sil>', -7656, 312758, 312763)
('places(2)', -30702, 312764, 312813)
('throw', -48522, 312814, 312846)
('<sil>', -4545, 312847, 312892)
('them', -32812, 312893, 312912)
('all', -12418, 312913, 312943)
('off', -26458, 312944, 313017)
('of', -34572, 313018, 313031)
('this', -10472, 313032, 313053)
('is', -14947, 313054, 313067)
('more', -13558, 313068, 313087)
('i', -13398, 313088, 313100)
('learn', -23774, 313101, 313149)
('that(2)', -20727, 313150, 313193)
('[SPEECH]', -8023, 313194, 313207)
('the', -12698, 313208, 313217)
('genes', -49266, 313218, 313262)
('only', -4830, 313263, 313293)
('at', -37245, 313294, 313357)
('<sil>', -4593, 313358, 313396)
('what', -8209, 313397, 313429)
('one', -29063, 313430, 313447)
('or(2)', -25030, 313448, 313460)
('two', -44630, 313461, 313495)
('the', -5132, 313496, 313520)
('ball', -7196, 313521, 313556)
('<sil>', -5705, 313557, 313570)
('and', -20596, 313571, 313582)
('they', -19668, 313583, 313591)
('get', -17584, 313592, 313610)
('engaged', -11860, 313611, 313692)
('<sil>', -4584, 313693, 313708)
('<sil>', -4607, 313709, 313732)
('and', -28408, 313733, 313744)
('they', -27680, 313745, 313753)
('come', -23940, 313754, 313824)
('<sil>', -6704, 313825, 313827)
('together', -4559, 313828, 313869)
('to(2)', -6249, 313870, 313886)
('the', -9653, 313887, 313897)
('men', -19120, 313898, 313943)
('<sil>', -4685, 313944, 313982)
('after', -30601, 313983, 314017)
('eight', -33327, 314018, 314038)
('years', -10433, 314039, 314072)
('as', -21703, 314073, 314097)
('your', -20915, 314098, 314114)
('president(2)', -10627, 314115, 314170)
('i', -38259, 314171, 314185)
('still', -42265, 314186, 314210)
('believe', -31422, 314211, 314244)
('that', -4677, 314245, 314263)
('<sil>', -4564, 314264, 314317)
('and', -26889, 314318, 314333)
("it's", -16832, 314334, 314345)
('not', -4710, 314346, 314367)
('just(2)', -29692, 314368, 314391)
('my', -31620, 314392, 314414)
('whole', -42451, 314415, 314427)
('life', -12237, 314428, 314439)
('<sil>', -5049, 314440, 314495)
('bleeding', -37260, 314496, 314536)
('heart', -30812, 314537, 314606)
('of', -10902, 314607, 314627)
('our', -16240, 314628, 314661)
('american', -4551, 314662, 314718)
("i'd", -24380, 314719, 314737)
('be', -24612, 314738, 314759)
('<sil>', -4648, 314760, 314810)
('more', -22038, 314811, 314827)
('bold', -15684, 314828, 314869)
('experiment', -4537, 314870, 314960)
('itself', -6741, 314961, 315011)
('down', -44281, 315012, 315046)
('<sil>', -4545, 315047, 315086)
('with(2)', -25441, 315087, 315103)
('the', -15873, 315104, 315111)
('conviction', -19202, 315112, 315174)
('that(2)', -5612, 315175, 315220)
('<sil>', -4961, 315221, 315249)
('we', -4801, 315250, 315267)
('are', -6899, 315268, 315289)
('all', -5558, 315290, 315325)
('to(3)', -18492, 315326, 315343)
('the(2)', -11137, 315344, 315371)
('the(2)', -10435, 315372, 315386)
('<sil>', -4532, 315387, 315443)
('wind(2)', -47961, 315444, 315469)
('out', -40698, 315470, 315521)
('by', -28787, 315522, 315545)
('our(3)', -14355, 315546, 315569)
('creator', -8750, 315570, 315633)
('with(2)', -28108, 315634, 315650)
('certain', -6383, 315651, 315694)
('one(2)', -20595, 315695, 315749)
('male', -37149, 315750, 315773)
('human(2)', -21248, 315774, 315796)
('rights', -8496, 315797, 315856)
('<sil>', -6140, 315857, 315879)
('<sil>', -4558, 315880, 315907)
('among', -18848, 315908, 315935)
('them(2)', -5292, 315936, 315952)
('wife', -7840, 315953, 315996)
('<sil>', -4567, 315997, 316034)
('liberty', -45950, 316035, 316075)
('<sil>', -4537, 316076, 316120)
('and', -30489, 316121, 316137)
('pursuit', -17114, 316138, 316173)
('of', -4798, 316174, 316180)
('that', -7319, 316181, 316206)
("it's", -25339, 316207, 316240)
('<sil>', -4533, 316241, 316299)
("it's", -12326, 316300, 316319)
('racist', -21298, 316320, 316378)
('and', -4768, 316379, 316425)
('then', -14181, 316426, 316453)
('the(2)', -14972, 316454, 316481)
('lights', -32981, 316482, 316561)
('<sil>', -4550, 316562, 316594)
('will(2)', -21787, 316595, 316617)
('self', -46034, 316618, 316652)
('<sil>', -11941, 316653, 316656)
('evident', -7542, 316657, 316716)
('<sil>', -4526, 316717, 316752)
('have', -39164, 316753, 316771)
('never', -8381, 316772, 316799)
('been', -7260, 316800, 316824)
('solved', -30462, 316825, 316857)
('executed', -34187, 316858, 316947)
('but', -14922, 316948, 316958)
('we', -4529, 316959, 317033)
('<sil>', -18715, 317034, 317036)
('the', -30719, 317037, 317042)
('people', -5912, 317043, 317078)
('who', -48368, 317079, 317090)
('do', -20909, 317091, 317153)
('the(2)', -13103, 317154, 317171)
('instrumental(2)', -6503, 317172, 317258)
('or', -30059, 317259, 317281)
('tomatoes(2)', -41951, 317282, 317347)
('and', -16459, 317348, 317361)
('<sil>', -4970, 317362, 317404)
('can(2)', -47887, 317405, 317421)
('form', -41425, 317422, 317473)
('<sil>', -8270, 317474, 317488)
('a(2)', -13506, 317489, 317498)
('more', -4563, 317499, 317526)
('perfect(2)', -28038, 317527, 317579)
('union', -69948, 317580, 317605)
('<sil>', -4536, 317606, 317651)
('or', -20107, 317652, 317672)
('radical(2)', -15056, 317673, 317718)
('livelihood', -40218, 317719, 317815)
('right', -15653, 317816, 317841)
('gift', -6723, 317842, 317886)
('<sil>', -4667, 317887, 317927)
('of', -25892, 317928, 317937)
('our(3)', -24198, 317938, 317947)
('founders', -6339, 317948, 318008)
('gave', -30897, 318009, 318032)
('to(2)', -40615, 318033, 318044)
('us', -13197, 318045, 318079)
('<sil>', -4537, 318080, 318120)
('<sil>', -6591, 318121, 318133)
('the', -14201, 318134, 318146)
('<sil>', -8310, 318147, 318152)
('freedom', -5944, 318153, 318209)
('<sil>', -9048, 318210, 318218)
('to(2)', -7078, 318219, 318232)
('choose', -40775, 318233, 318271)
('our(3)', -27454, 318272, 318300)
('individual', -18519, 318301, 318367)
('brilliance', -18594, 318368, 318413)
('tourists', -32671, 318414, 318466)
('life', -53997, 318467, 318490)
('<sil>', -4646, 318491, 318504)
('and', -17097, 318505, 318521)
('toilet', -29586, 318522, 318579)
('<sil>', -4726, 318580, 318620)
('and', -15331, 318621, 318633)
('imagination', -4570, 318634, 318715)
('<sil>', -4490, 318716, 318752)
('<sil>', -8001, 318753, 318761)
('then', -20749, 318762, 318805)
('hit', -43645, 318806, 318853)
('the(2)', -10701, 318854, 318862)
('imperatives', -12103, 318863, 318947)
('live', -14610, 318948, 318983)
('<sil>', -10705, 318984, 318996)
('together', -6346, 318997, 319047)
('as(2)', -8394, 319048, 319060)
('well', -7589, 319061, 319079)
('<sil>', -4762, 319080, 319132)
('to(2)', -24372, 319133, 319143)
('achieve', -45225, 319144, 319182)
('a', -22558, 319183, 319185)
('common', -19685, 319186, 319234)
('[SPEECH]', -4770, 319235, 319254)
('<sil>', -10777, 319255, 319283)
('were', -15749, 319284, 319307)
('you', -8271, 319308, 319346)
('<sil>', -5042, 319347, 319371)
('two', -34154, 319372, 319394)
('on', -44269, 319395, 319407)
('and(2)', -4460, 319408, 319499)
('<sil>', -16268, 319500, 319502)
('one(2)', -17988, 319503, 319545)
('<sil>', -4962, 319546, 319568)
('<sil>', -4656, 319569, 319590)
('our(3)', -24914, 319591, 319606)
("nation's", -19224, 319607, 319661)
('fall', -21886, 319662, 319710)
('to(2)', -11908, 319711, 319723)
('citizenship', -4483, 319724, 319802)
('<sil>', -6826, 319803, 319828)
('who', -41004, 319829, 319848)
('<sil>', -7379, 319849, 319855)
('has(2)', -14382, 319856, 319869)
('given', -32745, 319870, 319892)
('want(2)', -9092, 319893, 319947)
('<sil>', -4535, 319948, 319974)
('<sil>', -4490, 319975, 320000)
('to', -17740, 320001, 320012)
('pull', -38856, 320013, 320040)
('the', -19347, 320041, 320057)
('stick', -29418, 320058, 320087)
('each', -27083, 320088, 320113)
('new', -31942, 320114, 320127)
('<sil>', -7864, 320128, 320130)
('generation', -4657, 320131, 320184)
('<sil>', -4429, 320185, 320231)
('is', -14573, 320232, 320244)
('what', -20259, 320245, 320259)
('led', -34090, 320260, 320280)
('to(2)', -15201, 320281, 320293)
('a(2)', -25789, 320294, 320303)
('serious', -26262, 320304, 320343)
('injuries', -9607, 320344, 320380)
('in', -33079, 320381, 320391)
('public', -35677, 320392, 320432)
('no', -17356, 320433, 320460)
('two', -58259, 320461, 320483)
('are(2)', -48195, 320484, 320502)
('<sil>', -4399, 320503, 320547)
('pioneers', -4910, 320548, 320591)
('to(3)', -32894, 320592, 320604)
('drive', -35044, 320605, 320634)
('less', -34537, 320635, 320669)
('<sil>', -4374, 320670, 320724)
('slaves', -17488, 320725, 320772)
('to(3)', -12891, 320773, 320786)
('<sil>', -11752, 320787, 320790)
('live(2)', -24668, 320791, 320833)
('in', -27087, 320834, 320856)
('<sil>', -4384, 320857, 320884)
('makeshift', -4769, 320885, 320936)
('where', -6598, 320937, 320956)
('we', -11740, 320957, 320987)
('if', -32404, 320988, 321002)
('we', -10219, 321003, 321017)
("didn't(4)", -42488, 321018, 321083)
('look', -43775, 321084, 321110)
('old', -36627, 321111, 321132)
('immigrants', -6267, 321133, 321183)
('and', -31639, 321184, 321192)
('refugees', -4767, 321193, 321265)
('across', -34953, 321266, 321305)
('oceans', -45684, 321306, 321362)
('<sil>', -15716, 321363, 321372)
('[SPEECH]', -6627, 321373, 321418)
('and', -16241, 321419, 321436)
("we'll", -24720, 321437, 321460)
('win', -31139, 321461, 321488)
('<sil>', -4402, 321489, 321537)
('one(2)', -15279, 321538, 321569)
('horse', -4324, 321570, 321622)
('has(2)', -9416, 321623, 322022)
('ordered', -34507, 322023, 322062)
('a', -26414, 322063, 322067)
('[SPEECH]', -11884, 322068, 322081)
('person', -18572, 322082, 322122)
('who', -19202, 322123, 322175)
('<sil>', -4736, 322176, 322198)
('would', -30984, 322199, 322222)
('she', -46783, 322223, 322240)
('added(2)', -39344, 322241, 322299)
('it', -17240, 322300, 322305)
('was', -9751, 322306, 322356)
('a', -21152, 322357, 322368)
('<sil>', -4326, 322369, 322395)
('<sil>', -5968, 322396, 322413)
('wall', -36209, 322414, 322454)
('the(2)', -18598, 322455, 322477)
('<sil>', -4296, 322478, 322546)
('new(2)', -29058, 322547, 322570)
('<sil>', -41512, 322571, 322573)
('gym', -28958, 322574, 322600)
('and', -10626, 322601, 322651)
('<sil>', -4343, 322652, 322663)
('rock', -22806, 322664, 322709)
('<sil>', -8071, 322710, 322743)
('and', -15578, 322744, 322757)
('afghanistan', -11648, 322758, 322824)
('<sil>', -4279, 322825, 322872)
('them(2)', -45449, 322873, 322889)
('why', -18247, 322890, 322906)
('men', -42925, 322907, 322943)
('and', -46946, 322944, 322964)
('women', -4305, 322965, 323002)
('from', -30064, 323003, 323023)
('sylmar', -33071, 323024, 323091)
('<sil>', -12489, 323092, 323112)
('<sil>', -5947, 323113, 323133)
('to', -12259, 323134, 323145)
('stonewall', -22687, 323146, 323217)
('work', -17060, 323218, 323266)
('to(2)', -14331, 323267, 323296)
('<sil>', -6681, 323297, 323310)
('do', -24766, 323311, 323320)
('good', -26327, 323321, 323350)
('news', -10082, 323351, 323402)
('<sil>', -6151, 323403, 323414)
('as(2)', -13145, 323415, 323430)
('well', -6148, 323431, 323457)
('<sil>', -4303, 323458, 323498)
('hey', -26344, 323499, 323543)
('if', -26068, 323544, 323575)
('<sil>', -18994, 323576, 323583)
('so', -26899, 323584, 323615)
('<sil>', -6997, 323616, 323632)
("that's", -9017, 323633, 323670)
('what(2)', -11137, 323671, 323693)
('we', -5789, 323694, 323708)
('need', -19934, 323709, 323759)
('[SPEECH]', -7305, 323760, 323783)
('we', -49017, 323784, 323813)
('say', -42109, 323814, 323839)
('americans', -40368, 323840, 323901)
('are', -67350, 323902, 323912)
('from', -37371, 323913, 323934)
('<sil>', -4635, 323935, 323960)
('<sil>', -4300, 323961, 323985)
('other', -39890, 323986, 324022)
('nations', -6644, 324023, 324072)
('than(2)', -27754, 324073, 324092)
('[SPEECH]', -18210, 324093, 324100)
('call', -44010, 324101, 324141)
('us', -48798, 324142, 324152)
('from', -60159, 324153, 324173)
('the', -18596, 324174, 324183)
('start', -19258, 324184, 324243)
('of', -15444, 324244, 324251)
('the', -34736, 324252, 324265)
('wii', -46096, 324266, 324290)
('u', -36013, 324291, 324325)
('<sil>', -6601, 324326, 324337)
('have', -19285, 324338, 324353)
('shown', -5328, 324354, 324396)
('that(2)', -7515, 324397, 324406)
('compares', -23543, 324407, 324447)
('to', -6228, 324448, 324476)
('join', -20842, 324477, 324504)
('<sil>', -4252, 324505, 324533)
('<sil>', -4318, 324534, 324560)
('<sil>', -5383, 324561, 324574)
('and', -15350, 324575, 324587)
('make', -5508, 324588, 324605)
('life', -28522, 324606, 324628)
('better', -30782, 324629, 324660)
('<sil>', -6992, 324661, 324694)
('for(2)', -36545, 324695, 324703)
('those', -32684, 324704, 324731)
('who', -33157, 324732, 324740)
('fall', -7642, 324741, 324773)
('<sil>', -4246, 324774, 324822)
('yes', -4237, 324823, 324858)
('for', -16339, 324859, 324879)
('progresses', -32719, 324880, 324950)
('them', -32523, 324951, 324986)
('<sil>', -4443, 324987, 325008)
('on(2)', -13979, 325009, 325022)
('t', -31176, 325023, 325040)
('v', -44074, 325041, 325051)
('<sil>', -5023, 325052, 325086)
('want', -19772, 325087, 325127)
('democracy', -4317, 325128, 325192)
('has(2)', -21293, 325193, 325206)
('always(2)', -8962, 325207, 325248)
('been', -12598, 325249, 325263)
('more', -8615, 325264, 325296)
('<sil>', -4245, 325297, 325353)
("it's", -11292, 325354, 325369)
('always(2)', -7783, 325370, 325409)
('been(2)', -4406, 325410, 325426)
('contentious', -4269, 325427, 325503)
('<sil>', -5629, 325504, 325519)
('<sil>', -4304, 325520, 325560)
('sometimes', -4412, 325561, 325606)
("it's", -27829, 325607, 325618)
('been', -37290, 325619, 325637)
('wanting(2)', -30143, 325638, 325665)
('<sil>', -4283, 325666, 325717)
('for(3)', -7020, 325718, 325735)
('the(2)', -5172, 325736, 325747)
('two', -8518, 325748, 325765)
('steps', -15507, 325766, 325799)
('forward', -15005, 325800, 325838)
('<sil>', -4359, 325839, 325876)
('and', -34407, 325877, 325886)
('all', -17264, 325887, 325899)
('the(2)', -23591, 325900, 325927)
('ills', -62327, 325928, 325984)
('<sil>', -10522, 325985, 325990)
('<sil>', -4251, 325991, 326029)
('we', -6349, 326030, 326042)
('take', -47247, 326043, 326063)
('one(2)', -45807, 326064, 326083)
('step', -52503, 326084, 326116)
('at', -41794, 326117, 326128)
('<sil>', -4842, 326129, 326173)
('a', -63628, 326174, 326177)
('ball', -56086, 326178, 326191)
('long', -20853, 326192, 326228)
('sweet', -29154, 326229, 326321)
('man', -14367, 326322, 326358)
('goes', -40410, 326359, 326423)
('<sil>', -4260, 326424, 326471)
('to(2)', -10908, 326472, 326478)
('find', -7271, 326479, 326522)
('life', -24174, 326523, 326552)
('or', -29033, 326553, 326566)
('what(2)', -12298, 326567, 326615)
('<sil>', -8471, 326616, 326625)
('<sil>', -4238, 326626, 326658)
('what', -28840, 326659, 326669)
('to(3)', -55017, 326670, 326679)
('ask', -44249, 326680, 326702)
('them(2)', -40987, 326703, 326715)
('why(2)', -12134, 326716, 326755)
('<sil>', -17144, 326756, 326763)
('i', -17679, 326764, 326788)
('<sil>', -4624, 326789, 326806)
('was', -24013, 326807, 326825)
('proud', -61888, 326826, 326862)
('and', -30361, 326863, 326877)
('three', -6312, 326878, 326911)
('<sil>', -4682, 326912, 326942)
('<sil>', -4694, 326943, 326961)
('to(2)', -5014, 326962, 326970)
('embrace(2)', -10604, 326971, 327019)
('all', -6399, 327020, 327053)
('<sil>', -4236, 327054, 327100)
('<sil>', -4368, 327101, 327144)
('my', -25483, 327145, 327171)
('bills', -58141, 327172, 327202)
('on(2)', -16130, 327203, 327212)
('<sil>', -4217, 327213, 327259)
('ahead', -6744, 327260, 327396)
('<sil>', -16640, 327397, 327400)
('i', -14369, 327401, 327424)
('told', -47376, 327425, 327459)
('you', -11824, 327460, 327480)
('and', -10003, 327481, 327519)
('civil', -35244, 327520, 327559)
('<sil>', -11524, 327560, 327608)
('america(2)', -31400, 327609, 327658)
('would', -32217, 327659, 327692)
('worsen', -42685, 327693, 327725)
('to', -55941, 327726, 327756)
('us', -58504, 327757, 327773)
('as', -53076, 327774, 327798)
('[SPEECH]', -29075, 327799, 327802)
('<sil>', -16139, 327803, 327805)
('<sil>', -4235, 327806, 327850)
('we', -6419, 327851, 327877)
('do', -15399, 327878, 327905)
('our(3)', -15894, 327906, 327924)
('own', -14047, 327925, 327945)
('ones', -33918, 327946, 327978)
('who', -12520, 327979, 328020)
('[SPEECH]', -6749, 328021, 328059)
('can(2)', -7301, 328060, 328076)
('only', -6461, 328077, 328126)
('shoot', -53142, 328127, 328149)
('along', -45813, 328150, 328188)
('this', -34531, 328189, 328211)
('line', -43418, 328212, 328233)
('to', -34268, 328234, 328255)
('<sil>', -19199, 328256, 328259)
('job', -18679, 328260, 328289)
('creation', -5483, 328290, 328351)
('and(2)', -26089, 328352, 328371)
('if', -26059, 328372, 328397)
('[NOISE]', -13677, 328398, 328410)
('<sil>', -4163, 328411, 328453)
('ahead', -12995, 328454, 328598)
('and(2)', -22176, 328599, 328625)
('all', -7995, 328626, 328639)
('that(2)', -4163, 328640, 328700)
('show', -26797, 328701, 328723)
('[SPEECH]', -7699, 328724, 328729)
('<sil>', -5701, 328730, 328739)
('you', -4573, 328740, 328776)
('tube(2)', -5536, 328777, 328804)
('and', -23009, 328805, 328816)
('the(2)', -5137, 328817, 328832)
('[SPEECH]', -4214, 328833, 328873)
('<sil>', -5770, 328874, 328888)
('job', -5383, 328889, 328933)
('[SPEECH]', -4813, 328934, 328945)
("you're", -53763, 328946, 328966)
('on(2)', -9814, 328967, 328999)
('a', -12907, 329000, 329006)
('blue', -54302, 329007, 329040)
('at', -42353, 329041, 329071)
('home', -35777, 329072, 329107)
('and(2)', -12376, 329108, 329132)
('has(2)', -24168, 329133, 329196)
('had', -36727, 329197, 329290)
('to(2)', -17040, 329291, 329299)
('have', -16169, 329300, 329384)
('[SPEECH]', -14940, 329385, 329391)
('a', -15582, 329392, 329421)
('<sil>', -4516, 329422, 329446)
('wall', -40482, 329447, 329478)
('of', -12350, 329479, 329484)
('the', -14925, 329485, 329502)
('<sil>', -4513, 329503, 329532)
('month', -60925, 329533, 329562)
('a', -20816, 329563, 329570)
('half', -10051, 329571, 329630)
('<sil>', -13149, 329631, 329634)
('hop', -4131, 329635, 329901)
('heads', -18610, 329902, 329929)
('of', -9543, 329930, 330011)
('[NOISE]', -11490, 330012, 330014)
('the(2)', -11756, 330015, 330036)
('my', -47065, 330037, 330047)
('misses', -71817, 330048, 330088)
('it', -16099, 330089, 330146)
('resides', -68624, 330147, 330191)
('was(2)', -7698, 330192, 330219)
('able', -15998, 330220, 330260)
('to', -10822, 330261, 330277)
('walk', -43692, 330278, 330299)
('<sil>', -4188, 330300, 330332)
('it', -23981, 330333, 330435)
('as(2)', -32008, 330436, 330457)
('we', -10492, 330458, 330483)
('did', -4178, 330484, 330554)
('behind', -4397, 330555, 330694)
('what(2)', -25360, 330695, 330721)
